tx_count,unique_counterparties,avg_tx_value,median_tx_value,max_tx_value,min_tx_value,std_tx_value,total_volume,in_count,out_count,in_volume,out_volume,in_out_ratio,volume_ratio,avg_in_value,avg_out_value,unique_in_counterparties,unique_out_counterparties,counterparty_concentration,value_entropy,activity_span_days,avg_txs_per_day,large_tx_ratio,round_number_ratio,_inv_id,_role
5,5,2.060235613515822e-17,1e-18,1.000040743e-16,7.706375791102001e-21,4.438898946920478e-17,1.030117806757911e-16,4,1,1.030040743e-16,7.706375791102001e-21,4.0,1.030040743e-06,2.5751018575e-17,7.706375791102001e-21,4,1,1.0,1.37095059402186,15,0.3333333333333333,0.0,1.0,3,suspect
3,2,8.001166666666666e-14,1.2e-13,1.2e-13,3.5e-17,6.926182504333346e-14,2.40035e-13,3,0,2.40035e-13,0.0,3.0,0.00240035,8.001166666666666e-14,0.0,2,0,1.0,0.9182958337659504,1,3.0,0.0,1.0,3,related
374,110,1.238418066709264e+53,2.58056141471e-14,1.157920892373162e+55,0.0,1.1926679001589705e+54,4.631683569492648e+55,208,166,4.631683569492648e+55,0.01000000101603487,1.2530120481927711,4.631683098897495e+57,2.2267709468714652e+53,6.024096997611367e-05,48,72,0.5508021390374331,2.3582852733728368,3739,0.10002674511901578,0.0106951871657754,0.9598930481283422,3,exchange
158,30,1.0567450849348568e-15,1.958051755312063e-18,1.75e-14,0.0,3.0686572390927687e-15,1.6696572341970739e-13,51,107,7.912761795399999e-14,8.783810546570738e-14,0.4766355140186916,0.0007912761795399999,1.5515219206666666e-15,8.209168735112839e-16,14,17,0.740506329113924,3.0215997876418927,165,0.9575757575757575,0.0,0.8734177215189873,3,mixer
8,7,5.4302411274134296e-14,5.4302587737501366e-14,1.0860462962153445e-13,0.0,5.361989495066346e-14,4.344192901930743e-13,3,5,2.1720980509653716e-13,2.1720948509653716e-13,0.6,0.0021720980509653716,7.240326836551238e-14,4.3441897019307435e-14,3,5,0.75,2.4999999991343826,1,8.0,0.0,0.75,3,suspect
11,7,2.6026065864545452e-16,6e-18,1e-15,0.0,3.75268007133524e-16,2.8628672451e-15,3,8,1.1e-17,2.8518672451e-15,0.375,1.0999999999999999e-07,3.6666666666666664e-18,3.564834056375e-16,3,4,0.8181818181818182,3.277613435376421,260,0.04230769230769231,0.0,0.9090909090909091,3,suspect
23,15,2.0948432793478263e-15,1.264539e-15,6.724399393e-15,1.0000000000000001e-20,2.2031810313059354e-15,4.8181395424999997e-14,9,14,2.6241478148e-14,2.1939917277e-14,0.6428571428571429,0.00026241478148,2.9157197942222222e-15,1.567136948357143e-15,4,11,0.5652173913043478,3.2946635847669086,138,0.16666666666666666,0.0,1.0,3,suspect
23,17,1.1288050243926085e-15,1.97e-16,6.368503225e-15,1e-18,1.916494012480784e-15,2.596251556103e-14,17,6,1.5079224618029998e-14,1.0883290943e-14,2.8333333333333335,0.00015079224618029998,8.87013212825294e-16,1.8138818238333334e-15,13,4,0.4782608695652174,2.820898500175458,1086,0.02117863720073665,0.0,1.0,3,suspect
5,5,1.28614486233e-15,3.0179421165e-16,3.87623e-15,1e-22,1.7253914783749934e-15,6.43072431165e-15,4,1,6.1289301e-15,3.0179421165e-16,4.0,6.128930099999999e-05,1.532232525e-15,3.0179421165e-16,4,1,1.0,2.3219280941660148,971,0.005149330587023687,0.0,1.0,3,suspect
4,4,4.3994000000000005e-15,3.88e-17,1.75e-14,2e-17,8.733737829818343e-15,1.7597600000000002e-14,3,1,1.75588e-14,3.88e-17,3.0,0.00017558800000000001,5.852933333333334e-15,3.88e-17,3,1,1.0,1.4999999995671913,26,0.15384615384615385,0.0,1.0,3,suspect
7,6,1.1699062512593858e-17,7e-18,5e-17,5.88157003206e-25,1.7505293492444492e-17,8.1893437588157e-17,1,6,5.88157003206e-25,8.1893437e-17,0.16666666666666666,5.8815700320600004e-15,5.88157003206e-25,1.3648906166666666e-17,1,5,0.8571428571428571,2.8073549210477173,52,0.1346153846153846,0.0,1.0,3,suspect
22,13,9.670655279090908e-16,1.7500000000000003e-22,1.0714005999999999e-14,0.0,2.6666489771044528e-15,2.1275441613999995e-14,9,13,1.0714009363999998e-14,1.0561432249999999e-14,0.6923076923076923,0.00010714009363999998,1.1904454848888886e-15,8.124178653846153e-16,5,10,0.6363636363636364,2.5884652785942217,78,0.28205128205128205,0.0,0.6818181818181818,3,suspect
16,15,4.700798601080015e-16,5.8500000000000005e-18,2.201e-15,0.0,7.334776776965569e-16,7.521277761728023e-15,9,7,3.991058337032609e-15,3.5302194246954134e-15,1.2857142857142858,3.991058337032609e-05,4.4345092633695655e-16,5.043170606707734e-16,9,6,0.375,3.249999998557305,30,0.5333333333333333,0.0,0.9375,3,suspect
13,10,1.5627081857219054e-14,5.853753178684932e-21,2.03e-13,1.0000000000000001e-36,5.629856158902816e-14,2.0315206414384772e-13,4,9,2.0307668661038188e-13,7.537753346583324e-17,0.4444444444444444,0.0020307668661038187,5.076917165259547e-14,8.375281496203693e-18,4,6,0.6153846153846154,2.4996981421745277,353,0.036827195467422094,0.0,1.0,3,suspect
11,9,1.0499106330909091e-15,5.71e-22,1.1549e-14,0.0,3.482154007045384e-15,1.1549016964e-14,9,2,1.1549014680000001e-14,2.284e-21,4.5,0.0001154901468,1.2832238533333334e-15,1.142e-21,8,2,0.6363636363636364,2.2221915746410614,2,5.5,0.0,0.9090909090909091,3,suspect
5,5,5.43171844e-16,3.5e-17,2.64485922e-15,0.0,1.175005641799988e-15,2.7158592199999997e-15,2,3,2.6458592199999997e-15,7e-17,0.6666666666666666,2.6458592199999996e-05,1.3229296099999999e-15,2.3333333333333336e-17,2,3,1.0,1.9219280943102843,96,0.052083333333333336,0.0,0.8,3,suspect
10,9,1.7921410183019684e-15,5.381004641381881e-19,1.75e-14,4.39372566527308e-22,5.5206892992723306e-15,1.792141018301968e-14,7,3,1.79212712145819e-14,1.3896843778027718e-19,2.3333333333333335,0.000179212712145819,2.5601816020831287e-15,4.632281259342573e-20,6,3,0.6,3.3219280934446673,32,0.3125,0.0,1.0,3,suspect
2,2,5e-18,5e-18,5e-18,5e-18,0.0,1e-17,1,1,5e-18,5e-18,1.0,5.0000000000000004e-08,5e-18,5e-18,1,1,1.0,-0.0,10,0.2,0.0,1.0,3,suspect
26,18,1.5161854264153844e-14,1.5500000000000003e-14,2.6612e-14,0.0,9.949806051530055e-15,3.94208210868e-13,6,20,5.863602401e-14,3.35572186858e-13,0.3,0.0005863602401000001,9.772670668333334e-15,1.67786093429e-14,3,16,0.5,2.954898255871353,291,0.08934707903780069,0.0,0.9230769230769231,3,suspect
11,11,8.085797431806672e-14,4.497498733866387e-18,8.88888e-13,0.0,2.679932825893911e-13,8.894377174987339e-13,8,3,8.8891516e-13,5.225574987338664e-16,2.6666666666666665,0.0088891516,1.11114395e-13,1.7418583291128882e-16,8,3,0.45454545454545453,3.277613435376421,2359,0.0046629927935565915,0.0,0.9090909090909091,3,suspect
10,10,4.9510991589421603e-11,1.366314e-16,4.853841425925e-10,4e-18,1.5316352677630598e-10,4.95109915894216e-10,4,6,4.902427785353001e-10,4.867137358916e-12,0.6666666666666666,4.902427785353001,1.2256069463382501e-10,8.111895598193334e-13,4,6,0.5,3.3219280934446673,618,0.016181229773462782,0.0,1.0,3,suspect
4,4,7.57982249349698e-18,7.3625e-18,1.559428987398792e-17,9.999999999999999e-26,8.756815736751784e-18,3.031928997398792e-17,1,3,1.4720000000000002e-17,1.5599289973987917e-17,0.3333333333333333,1.4720000000000002e-07,1.4720000000000002e-17,5.199763324662639e-18,1,3,1.0,1.9999999994229218,46,0.08695652173913043,0.0,1.0,3,suspect
16,9,1.4677787915986802e-16,5.457047311716602e-19,1.322987591e-15,1.0000000000000001e-36,4.0049973431331586e-16,2.348446066557888e-15,8,8,1.0243625838442459e-15,1.3240834827136422e-15,1.0,1.0243625838442459e-05,1.2804532298053073e-16,1.6551043533920528e-16,5,5,0.75,3.0778195298163578,150,0.10666666666666667,0.0,1.0,3,suspect
343,113,0.00011661807580873071,5e-15,0.02,0.0,0.0015249727032044312,0.04000000000239463,62,281,2.10834626329848e-13,0.040000000002183796,0.2206405693950178,5.270865657958438e-12,3.4005584891910966e-15,0.0001423487544561701,41,88,0.3323615160349854,2.887808388430174,134,2.5597014925373136,0.0,0.9037900874635568,3,exchange
25,22,8.133006063560649e-14,1e-18,2e-12,0.0,3.9974048062766235e-13,2.0332515158901627e-12,15,10,2.027902382152803e-12,5.34913373736e-15,1.5,0.020279023821528026,1.3519349214352018e-13,5.34913373736e-16,13,10,0.32,3.0986885691526718,227,0.11013215859030837,0.0,0.96,3,mixer
2,1,1.75e-17,1.75e-17,1.75e-17,1.75e-17,0.0,3.5e-17,2,0,3.5e-17,0.0,2.0,3.5e-07,1.75e-17,0.0,1,0,1.0,-0.0,1,2.0,0.0,1.0,3,related
3,2,3.0583243803333335e-15,1.1626935840000002e-15,8.012279457e-15,1e-22,4.329459228432298e-15,9.174973141e-15,3,0,9.174973141e-15,0.0,3.0,9.174973141000001e-05,3.0583243803333335e-15,0.0,2,0,1.0,1.5849625002883474,5,0.6,0.0,1.0,3,related
13,12,1.5873987889287897e-12,2.315e-15,2.0612269315555136e-11,0.0,5.716262580617913e-12,2.0636184256074273e-11,5,8,2.0619099256067138e-11,1.7085000007135e-14,0.625,0.20619099256067136,4.123819851213428e-12,2.135625000891875e-15,5,7,0.46153846153846156,2.469670486506244,136,0.09558823529411764,0.0,0.9230769230769231,3,suspect
47,25,9.844240775127042e-09,2.74441498e-16,4.6267828795910784e-07,0.0,6.74885612781933e-08,4.6267931643097107e-07,32,15,4.626787871714172e-07,5.292595538917579e-13,2.1333333333333333,4626.787871714172,1.4458712099106787e-08,3.528397025945053e-14,20,7,0.46808510638297873,3.3148551625528633,27,1.7407407407407407,0.0,0.9787234042553191,3,mixer
10,4,1.0418995582274736e-17,9.15e-20,1.0155167765418638e-16,3.2e-21,3.202651209996487e-17,1.0418995582274736e-16,3,7,1.0377685582274736e-16,4.131e-19,0.42857142857142855,1.0377685582274736e-06,3.459228527424912e-17,5.901428571428571e-20,3,1,1.0,3.3219280934446673,237,0.04219409282700422,0.0,1.0,3,suspect
8,5,4.0371597897869176e-13,1.0740267235289464e-18,2e-12,1.6270018121051554e-20,7.561925039293796e-13,3.229727831829534e-12,5,3,2.090188802554447e-12,1.1395390292750872e-12,1.6666666666666667,0.02090188802554447,4.180377605108894e-13,3.798463430916957e-13,3,2,1.0,2.4999999991343826,4,2.0,0.0,1.0,3,suspect
15,10,4.864037401483748e-08,5.204976762804296e-09,4.6267828795910784e-07,1e-18,1.1929757493647812e-07,7.296056102225622e-07,13,2,2.2989483858685272e-07,4.997107716357095e-07,6.5,0.4600557995464758,1.7684218352834825e-08,2.4985538581785476e-07,8,2,0.6666666666666666,2.4729055943101694,74,0.20270270270270271,0.0,1.0,3,suspect
15,15,1.3630762267213141e-17,1e-18,8.7e-17,5.5040985733e-24,2.5738656403826325e-17,2.044614340081971e-16,13,2,2.0278177450409853e-16,1.6796595040985732e-18,6.5,2.027817745040985e-06,1.559859803877681e-17,8.398297520492866e-19,13,2,0.3333333333333333,2.1967916311160196,264,0.056818181818181816,0.0,1.0,3,suspect
27,16,1.2195496607044442e-15,4.5583e-16,1.5629738856e-14,0.0,3.0106397945398606e-15,3.292784083902e-14,14,13,1.1981244308999999e-14,2.094659653002e-14,1.0769230769230769,0.00011981244308999998,8.558031649285714e-16,1.6112766561553846e-15,7,10,0.5925925925925926,3.0776944447485883,419,0.06443914081145585,0.0,0.8148148148148148,3,mixer
39,19,5.153055982904335e-14,1.14065966e-16,2e-12,0.0,3.202157272291047e-13,2.0096918333326903e-12,14,25,2.0050211632575473e-12,4.670670075143068e-15,0.56,0.020050211632575473,1.432157973755391e-13,1.868268030057227e-16,9,10,0.5641025641025641,3.269269128109536,43,0.9069767441860465,0.0,0.9743589743589743,3,mixer
4163,4163,3e-18,3e-18,3e-18,3e-18,0.0,1.2489e-14,0,4163,0.0,1.2489e-14,0.0,0.0,0.0,3e-18,0,4163,0.0012010569300984868,-0.0,1,4163.0,0.0,1.0,3,exchange
120,88,1.2407257577660686e-08,5.5e-18,7.195748946911391e-07,0.0,8.928019288440988e-08,1.4888709093192824e-06,61,59,6.617157009670648e-07,8.271552083522177e-07,1.0338983050847457,0.7999897652645792,1.0847798376509258e-08,1.401957980257996e-08,56,32,0.21666666666666667,3.111829204864325,197,0.6091370558375635,0.0,0.9916666666666667,3,exchange
28,18,1.7386385510929439e-16,5.045407055382698e-17,1e-15,9.6041497835215e-23,2.8052512233031384e-16,4.8681879430602434e-15,16,12,3.263068028306557e-15,1.6051199147536864e-15,1.3333333333333333,3.263068028306557e-05,2.039417517691598e-16,1.3375999289614054e-16,9,10,0.5357142857142857,3.261490187931185,710,0.03943661971830986,0.0,1.0,3,mixer
29,22,8.855622241053258e-15,1.4720000000000002e-17,6.386882e-14,0.0,1.6174187889621067e-14,2.5681304499054447e-13,10,19,7.3313133835e-14,1.8349991115554449e-13,0.5263157894736842,0.00073313133835,7.3313133835e-15,9.65789006081813e-15,10,12,0.3793103448275862,3.151638115913704,501,0.05788423153692615,0.0,0.9655172413793104,3,mixer
53,40,4.241969787641509e-16,5e-19,1.4e-14,0.0,1.947747268430426e-15,2.24824398745e-14,7,46,2.9720000000000005e-17,2.24527198745e-14,0.15217391304347827,2.9720000000000004e-07,4.245714285714286e-18,4.881026059673913e-16,7,33,0.2830188679245283,3.2787419177841954,104,0.5096153846153846,0.0,0.9056603773584906,3,mixer
27,24,1.0038943892592592e-16,2.584e-17,1.4451386379999999e-15,0.0,2.730198714319416e-16,2.710514851e-15,5,22,1.4574048509999998e-15,1.2531100000000002e-15,0.22727272727272727,1.4574048509999997e-05,2.914809702e-16,5.695954545454546e-17,4,20,0.2962962962962963,3.0278804459357587,69,0.391304347826087,0.0,0.9629629629629629,3,mixer
352,82,3.405926536643061e-11,4.93982548e-16,1.1956747893750265e-08,0.0,6.372941908983276e-10,1.1988861408983575e-08,200,152,1.1988725994345715e-08,1.3541463786e-13,1.3157894736842106,119.88725994345715,5.994362997172857e-11,8.908857753947369e-16,25,62,0.6335227272727273,3.3214873677556533,191,1.8429319371727748,0.0,0.9801136363636364,3,exchange
26,22,1.2192579526147864e-08,4.76646424e-16,1.609996470921508e-07,0.0,4.307743836202309e-08,3.1700706767984453e-07,17,9,1.6100100794216483e-07,1.5600605973767967e-07,1.8888888888888888,1.0320176550377853,9.470647526009696e-09,1.7334006637519963e-08,16,7,0.34615384615384615,2.6433649687037044,346,0.07514450867052024,0.0,0.9615384615384616,3,mixer
4186,4186,2.0000000000000005e-18,2e-18,2e-18,2e-18,3.8523200596008885e-34,8.372000000000003e-15,0,4186,0.0,8.372000000000003e-15,0.0,0.0,0.0,2.0000000000000005e-18,0,4186,0.0011944577161968467,-0.0,4,1046.5,0.0,1.0,3,exchange
4732,3054,0.15435501588451983,9.93832305e-17,720.9362283795338,0.0,10.480745690488192,730.4079351655479,1648,3084,1.4185078001632073e-10,730.407935165406,0.5343709468223087,1.9420761082530906e-13,8.607450243708783e-14,0.2368378518694572,838,2345,0.16229923922231615,3.3219275782259565,674,7.0207715133531154,0.0,0.9987320371935756,3,exchange
447,94,4.780246086331096e-15,1e-16,2e-12,0.0,9.45875650018793e-14,2.1367700005900003e-12,96,351,2.073958568146e-12,6.2811432444e-14,0.27350427350427353,0.02073958568146,2.1603735084854168e-14,1.78949949982906e-16,25,73,0.41834451901565994,3.2359641686337035,239,1.8702928870292888,0.0,0.9552572706935123,3,exchange
38,16,7.929787976842106e-16,8.500000000000001e-21,7.03e-15,0.0,1.82886168717625e-15,3.0133194312e-14,21,17,8.879694312000001e-15,2.1253500000000002e-14,1.2352941176470589,8.879694312e-05,4.2284258628571436e-16,1.2502058823529413e-15,9,8,0.6842105263157895,2.627726685571091,61,0.6229508196721312,0.0,0.868421052631579,3,mixer
49,19,4.1426368317888886e-14,1.32e-19,2.0273239999999998e-12,0.0,2.89610089756346e-13,2.0298920475765554e-12,24,25,2.0290479453464072e-12,8.441022301479716e-16,0.96,0.020290479453464072,8.454366438943364e-14,3.3764089205918865e-17,13,12,0.5714285714285714,3.109051509645668,287,0.17073170731707318,0.0,0.8775510204081632,3,mixer
130,77,2.475154691307692e-16,1.096e-17,5.436439628e-15,0.0,8.834211888900814e-16,3.2177010987e-14,37,93,1.50285207e-14,1.7148490287e-14,0.3978494623655914,0.00015028520700000002,4.061762351351352e-16,1.8439236867741937e-16,28,55,0.3153846153846154,3.3094186229825393,400,0.325,0.0,0.9461538461538461,3,exchange
24,18,8.028243921725465e-16,9.193985766022151e-18,1.75e-14,2.3537740413696112e-20,3.5585049398541014e-15,1.926778541214112e-14,12,12,1.8426848578392225e-14,8.40936833748893e-16,1.0,0.00018426848578392225,1.5355707148660188e-15,7.007806947907442e-17,10,11,0.4583333333333333,3.292481248917883,1759,0.013644115974985787,0.0,1.0,3,mixer
41,32,1.0778190243902439e-15,2e-18,7.468e-15,0.0,1.796085480430713e-15,4.4190579999999996e-14,16,25,2.5950569999999998e-14,1.824001e-14,0.64,0.00025950569999999996,1.6219106249999998e-15,7.296004000000001e-16,9,23,0.34146341463414637,2.4831277041482935,74,0.5540540540540541,0.0,0.9024390243902439,3,mixer
31,20,1.6625764006127252e-15,9e-18,1.75e-14,4.34e-20,4.19220500300186e-15,5.153986841899448e-14,22,9,2.6996096406006893e-14,2.4543772012987586e-14,2.4444444444444446,0.00026996096406006894,1.2270952911821316e-15,2.7270857792208428e-15,15,6,0.5161290322580645,2.9602112275360275,89,0.34831460674157305,0.0,1.0,3,mixer
144,49,9.705227875992085e-12,5e-15,5.267516177612487e-10,0.0,6.509528016492665e-11,1.39755281414286e-09,89,55,5.374029241562782e-10,8.601498899865819e-10,1.6181818181818182,0.6247782280884341,6.03823510287953e-12,1.5639088908846943e-11,39,21,0.5347222222222222,3.317508341438924,448,0.32142857142857145,0.0,0.9305555555555556,3,exchange
4603,3027,1.433740450138294e-16,9.119466e-18,5.724296012699999e-14,0.0,1.7240908331510596e-15,6.599507291986568e-13,4386,217,4.1012407288485965e-13,2.498266563137971e-13,20.211981566820278,0.004101240728848596,9.350754055742354e-17,1.151274913888466e-15,3026,1,0.25353030632196394,3.3191729983116014,157,29.318471337579616,0.0,0.9678470562676516,3,exchange
4021,2447,4.939672062850175e-09,1.947e-16,1.8398418937248108e-05,7.6e-35,2.909213691304437e-07,1.9862421364720555e-05,4021,0,1.9862421364720555e-05,0.0,4021.0,198624.21364720553,4.939672062850175e-09,0.0,2447,0,0.22158666998259138,3.321927692179816,104,38.66346153846154,0.0,0.9995026112907237,3,exchange
3923,654,5.11982874097948e-10,1.568164888325565e-16,1.7262146314059072e-06,0.0,2.7579893241181076e-08,2.0085088150862498e-06,2018,1905,1.819440481886683e-07,1.8265647668975816e-06,1.0593175853018373,0.09960996263915682,9.016057888437477e-11,9.588266492900692e-10,605,76,0.6436400713739485,3.321925235573677,3,1307.6666666666667,0.0,0.9974509304104002,3,exchange
4108,1351,1.7854177488266945e-09,7.34555e-18,7.095153839811e-06,0.0,1.107085658466718e-07,7.3344961121800615e-06,2010,2098,1.09696626017536e-07,7.224799486162525e-06,0.9580552907530981,0.015183345396316557,5.45754358296199e-11,3.443660384252872e-09,807,621,0.5133885102239533,3.321926554712351,46,89.30434782608695,0.0,0.999269717624148,3,exchange
1499,686,1.545975975934452e-14,1.7867403800036832e-16,3.307814864072691e-12,3.273e-33,1.1141193427413057e-13,2.3174179879257433e-11,1499,0,2.3174179879257433e-11,0.0,1499.0,0.2317417987925743,1.545975975934452e-14,0.0,686,0,0.4056037358238826,3.3219251990479925,165,9.084848484848484,0.0,1.0,3,exchange
4034,1434,1.8453949882255446e-14,1.0051000000000001e-18,1.0067373554790001e-12,0.0,6.907041709125155e-14,7.444323382501847e-11,2031,2003,3.686671687993164e-11,3.757651694508682e-11,1.0139790314528208,0.3686671687993164,1.8152002402723605e-14,1.8760118295100758e-14,1399,51,0.3443232523549826,3.3219252570982256,589,6.848896434634974,0.0,0.9977689638076351,3,exchange
40,23,1.2924754605231553e-15,5.7629534022e-17,9.28e-15,0.0,2.087119812566056e-15,5.169901842092621e-14,16,24,2.0317063466037087e-14,3.1381954954889124e-14,0.6666666666666666,0.00020317063466037086,1.269816466627318e-15,1.3075814564537134e-15,11,15,0.45,3.103701694758923,981,0.040774719673802244,0.0,0.875,3,mixer
107,80,5.397702097012602e-06,9.17379635492061e-13,0.0001938217198056179,1.0000000000000001e-21,3.0380663418164443e-05,0.0005775541243803483,60,47,0.00021098041841890533,0.00036657370596144303,1.2765957446808511,0.5755470591256665,3.5163403069817557e-06,7.799440552371128e-06,52,40,0.16822429906542055,3.3181328898490436,826,0.12953995157384987,0.0,0.9626168224299065,3,exchange
4065,2513,2.050999501778598e-15,3.28252431e-16,1e-13,0.0,4.307803879777167e-15,8.337312974730001e-12,2305,1760,4.1492215648620006e-12,4.188091409868e-12,1.3096590909090908,0.041492215648620004,1.800096123584382e-15,2.3795973919704546e-15,1588,1185,0.11980319803198032,3.3187108906180214,377,10.782493368700266,0.0,0.9992619926199262,3,exchange
4080,4080,1.0000000000000005e-18,1e-18,1e-18,1e-18,3.8523320172175974e-34,4.080000000000002e-15,0,4080,0.0,4.080000000000002e-15,0.0,0.0,0.0,1.0000000000000005e-18,0,4080,0.0012254901960784314,-0.0,2,2040.0,0.0,1.0,3,exchange
4177,4175,1.0000000000000003e-18,1e-18,1e-18,1e-18,1.9261605256444987e-34,4.1770000000000014e-15,0,4177,0.0,4.1770000000000014e-15,0.0,0.0,0.0,1.0000000000000003e-18,0,4175,0.0016758439071103662,-0.0,2,2088.5,0.0,1.0,3,exchange
35,28,9.303444040161988e-14,2e-17,2.9869795628263712e-12,9.999999999999999e-26,5.040478500065136e-13,3.256205414056696e-12,32,3,3.256205408056696e-12,6.0000000000000006e-21,10.666666666666666,0.032562054080566956,1.0175641900177175e-13,2.0000000000000002e-21,26,2,0.34285714285714286,3.282734715985395,87,0.40229885057471265,0.0,1.0,4,seized
2,1,2.0000000000000002e-21,2.0000000000000002e-21,2.0000000000000002e-21,2.0000000000000002e-21,0.0,4.0000000000000004e-21,2,0,4.0000000000000004e-21,0.0,2.0,4.0000000000000004e-11,2.0000000000000002e-21,0.0,1,0,1.0,-0.0,1,2.0,0.0,1.0,4,related
12,2,1.7444503238399998e-13,1.5e-13,2.99819999999e-13,9.9639999998e-14,7.847240970381336e-14,2.093340388608e-12,4,8,1.046670194304e-12,1.046670194304e-12,0.5,0.010466701943039999,2.61667548576e-13,1.30833774288e-13,1,1,1.0,2.188721874819519,1,12.0,0.0,1.0,5,attacker
9979,6248,2.9572296350588443e-12,8.49723499e-16,2.9205618203516495e-08,9e-24,2.9236308564089137e-10,2.95101945282522e-08,3444,6535,2.937131728148627e-08,1.3887724676592902e-10,0.527008416220352,211.4912123149318,8.528257050373482e-12,2.1251300193715228e-14,2164,4619,0.08527908608076962,3.3218999971039946,541,18.44547134935305,0.0,1.0,5,exchange
9938,2981,2.5835972496278937e-11,2.5897342e-17,5.141710481534149e-08,1.0000000000000001e-36,9.40745046678806e-10,2.5675789466802e-07,5380,4558,1.2844980756381033e-07,1.2830808710420968e-07,1.1803422553751646,1.0011045325575274,2.387542891520638e-11,2.8150084928523406e-11,2928,2293,0.1224592473334675,3.321927684322177,1569,6.3339706819630335,0.0,1.0,5,exchange
2,1,6.734235707477795e-18,6.734235707477795e-18,1.196847141495559e-17,1.5e-18,7.40232712617263e-18,1.346847141495559e-17,1,1,1.196847141495559e-17,1.5e-18,1.0,1.196847141495559e-07,1.196847141495559e-17,1.5e-18,1,1,1.0,0.9999999997114609,1,2.0,0.0,1.0,5,related
2,1,7.067155791708404e-21,7.067155791708404e-21,7.322868204481351e-21,6.811443378935456e-21,3.6163196221064926e-22,1.4134311583416808e-20,1,1,6.811443378935456e-21,7.322868204481351e-21,1.0,6.811443378935457e-11,6.811443378935456e-21,7.322868204481351e-21,1,1,1.0,0.9999999997114609,1,2.0,0.0,1.0,5,related
6,1,3.044691327966486e-17,4.847878814826456e-18,1.2852556486963457e-16,3.2699488602587685e-20,5.0994756089822956e-17,1.8268147967798917e-16,3,3,1.820368942295306e-16,6.445854484585616e-19,1.0,1.8203689422953061e-06,6.067896474317687e-17,2.1486181615285388e-19,1,1,1.0,2.584962499855539,1,6.0,0.0,1.0,5,related
26,1,2.7062162541769233e-16,6.634040799999999e-19,1.4845551100000001e-15,2.921e-23,4.383616993929289e-16,7.03616226086e-15,13,13,5.40001689344e-15,1.6361453674199999e-15,1.0,5.40001689344e-05,4.1538591488000003e-16,1.258573359553846e-16,1,1,1.0,3.295465677737597,2,13.0,0.0,1.0,5,related
2,1,2.582839841413682e-19,2.582839841413682e-19,5.135509246574905e-19,3.017043625245794e-21,3.6100196930338636e-19,5.165679682827364e-19,1,1,3.017043625245794e-21,5.135509246574905e-19,1.0,3.017043625245794e-11,3.017043625245794e-21,5.135509246574905e-19,1,1,1.0,0.9999999997114609,1,2.0,0.0,1.0,5,related
2,1,3.518193049640526e-16,3.518193049640526e-16,7.034098006567985e-16,2.288092713067393e-19,4.972240474101605e-16,7.036386099281052e-16,1,1,2.288092713067393e-19,7.034098006567985e-16,1.0,2.288092713067393e-09,2.288092713067393e-19,7.034098006567985e-16,1,1,1.0,0.9999999997114609,1,2.0,0.0,1.0,5,related
2,1,5.698604518070352e-18,5.698604518070352e-18,1.136431890007407e-17,3.289013606663409e-20,8.012530119561956e-18,1.1397209036140704e-17,1,1,1.136431890007407e-17,3.289013606663409e-20,1.0,1.136431890007407e-07,1.136431890007407e-17,3.289013606663409e-20,1,1,1.0,0.9999999997114609,1,2.0,0.0,1.0,5,related
2,1,2.288996040564597e-18,2.288996040564597e-18,4.574992081129194e-18,3e-21,3.232886604097649e-18,4.577992081129194e-18,1,1,4.574992081129194e-18,3e-21,1.0,4.574992081129194e-08,4.574992081129194e-18,3e-21,1,1,1.0,0.9999999997114609,1,2.0,0.0,1.0,5,related
3,1,6.893499472969382e-17,1.0338534199999999e-16,1.0338534199999999e-16,3.430018908150297e-20,5.966975181056206e-17,2.0680498418908148e-16,1,2,1.0338534199999999e-16,1.034196421890815e-16,0.5,1.03385342e-06,1.0338534199999999e-16,5.170982109454075e-17,1,1,1.0,0.9182958337659504,1,3.0,0.0,1.0,5,related
2,1,6.001644066567273e-17,6.001644066567273e-17,1.2e-16,3.288133134545379e-20,8.482956313001689e-17,1.2003288133134546e-16,1,1,3.288133134545379e-20,1.2e-16,1.0,3.288133134545379e-10,3.288133134545379e-20,1.2e-16,1,1,1.0,0.9999999997114609,1,2.0,0.0,1.0,5,related
2,1,2.4829159652396172e-16,2.4829159652396172e-16,4.964176567578296e-16,1.6553629009380267e-19,3.509032395609395e-16,4.9658319304792345e-16,1,1,4.964176567578296e-16,1.6553629009380267e-19,1.0,4.964176567578296e-06,4.964176567578296e-16,1.6553629009380267e-19,1,1,1.0,0.9999999997114609,1,2.0,0.0,1.0,5,related
2,1,4.30176727135e-14,4.30176727135e-14,4.3035345427e-14,4.3e-14,2.4992991115633496e-17,8.6035345427e-14,1,1,4.3e-14,4.3035345427e-14,1.0,0.00043,4.3e-14,4.3035345427e-14,1,1,1.0,0.9999999997114609,1,2.0,0.0,1.0,5,related
2,1,3.436992701526782e-16,3.436992701526782e-16,6.871759e-16,2.226403053563823e-19,4.857493082882859e-16,6.873985403053564e-16,1,1,2.226403053563823e-19,6.871759e-16,1.0,2.2264030535638227e-09,2.226403053563823e-19,6.871759e-16,1,1,1.0,0.9999999997114609,1,2.0,0.0,1.0,5,related
